Start Date (in UTC),Account Name,Currency,Campaign Group ID,Campaign Group Name,Campaign Group Status,Campaign Group Start Date,Campaign ID,Campaign Name,Campaign Objective,Campaign Type,Campaign Status,Cost Type,Daily Budget,Total Budget,Campaign Start Date,Campaign End Date,Creative Name,Ad ID,Creative Status,Ad Introduction Text,Ad Headline,Ad Line,Click URL,Sponsored Update Type,DSC Name,Video Length (in Seconds),Total Spent,Impressions,Clicks,Click Through Rate,Average CPM,Average CPC,Reactions,Comments,Shares,Follows,Other Clicks,Total Social Actions,Total Engagements,Engagement Rate,Viral Impressions,Viral Clicks,Viral Reactions,Viral Comments,Viral Shares,Viral Follows,Viral Other Clicks,Conversions,Post-Click Conversions,View-Through Conversions,Conversion Rate,Cost per Conversion,Total Conversion Value,Return on Ad Spend,Viral Conversions,Viral Post-Click Conversions,Viral View-Through Conversions,Leads,Lead Forms Opened,Lead Form Completion Rate,Cost per Lead,Video Plays,Video Views,Video View Rate,Video Views at 25%,Video Views at 50%,Video Views at 75%,Video Completions,Video Completion Rate,Full Screen Plays,eCPV,Viral Video Plays,Viral Video Views,Viral Video Views at 25%,Viral Video Views at 50%,Viral Video Views at 75%,Viral Video Completions,Viral Video Completion Rate,Viral Video Full Screen Plays,Reach,Average Frequency,"Cost per 1,000 People Reached",Event Registrations,Click Event Registrations,View Event Registrations,Viral Event Registrations,Viral Click Event Registrations,Viral View Event Registrations,Clicks to Landing Page,Clicks to LinkedIn Page,Leads (Work Email),Lead Form Completion Rate (Work Email),Cost Per Lead (Work Email),Campaign Group End Date,Campaign Group Total Budget
1/25/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,0.0,86,0,0%,0.00,0.0,0,0,0,0,1,1,1,1.163%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,86.0,1.0,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
1/26/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,15.99,312,1,0.321%,51.25,15.99,0,0,0,0,2,2,2,0.641%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,301.0,1.037,53.12,0,0,0,0,0,0,0,0,0,0%,0.0,,
1/27/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,49.87,473,3,0.634%,105.44,16.62,0,0,0,0,1,1,3,0.634%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,2,0%,0.0,,,,,,,,,,,,,,,,,,,473.0,1.0,105.44,0,0,0,0,0,0,0,0,0,0%,0.0,,
1/28/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,0.0,130,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,127.0,1.024,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
1/29/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,0.0,106,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,106.0,1.0,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
1/30/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,0.0,56,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,56.0,1.0,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
1/31/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,0.0,132,0,0%,0.00,0.0,0,0,0,0,1,1,1,0.758%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,124.0,1.065,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/1/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,0.0,3,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,3.0,1.0,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/5/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,39.79,165,2,1.212%,241.17,19.9,0,0,0,0,2,2,4,2.424%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,2,0%,0.0,,,,,,,,,,,,,,,,,,,156.0,1.058,255.08,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/6/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,63.94,145,2,1.379%,440.98,31.97,0,0,0,0,2,2,3,2.069%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,145.0,1.0,440.98,0,0,0,0,0,0,0,1,0,0%,0.0,,
2/7/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,0.0,164,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,147.0,1.116,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/8/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,0.0,133,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,133.0,1.0,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/9/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,43.47,179,1,0.559%,242.86,43.47,0,0,0,0,1,1,2,1.117%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,1,0%,0.0,,,,,,,,,,,,,,,,,,,175.0,1.023,248.41,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/10/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,65.83,111,2,1.802%,593.03,32.91,0,0,0,0,0,0,2,1.802%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,1,0%,0.0,,,,,,,,,,,,,,,,,,,108.0,1.028,609.51,0,0,0,0,0,0,0,1,0,0%,0.0,,
2/11/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,63.99,167,2,1.198%,383.19,32.0,0,0,0,0,0,0,2,1.198%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,167.0,1.0,383.19,0,0,0,0,0,0,0,2,0,0%,0.0,,
2/12/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,36.67,224,1,0.446%,163.70,36.67,0,0,0,0,0,0,1,0.446%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,1,0%,0.0,,,,,,,,,,,,,,,,,,,224.0,1.0,163.70,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/13/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,67.04,280,3,1.071%,239.41,22.35,1,0,0,0,1,2,5,1.786%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,1,2,50%,67.04,,,,,,,,,,,,,,,,,,,280.0,1.0,239.41,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/14/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,44.59,147,2,1.361%,303.36,22.3,0,0,0,0,1,1,2,1.361%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,1,0%,0.0,,,,,,,,,,,,,,,,,,,140.0,1.05,318.53,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/15/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,40.68,225,2,0.889%,180.80,20.34,0,0,0,0,1,1,3,1.333%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,2,0%,0.0,,,,,,,,,,,,,,,,,,,214.0,1.051,190.10,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/16/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,31.39,207,1,0.483%,151.64,31.39,0,0,0,0,1,1,2,0.966%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,207.0,1.0,151.64,0,0,0,0,0,0,0,1,0,0%,0.0,,
2/17/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,33.31,291,1,0.344%,114.47,33.31,0,0,0,0,1,1,2,0.687%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,276.0,1.054,120.69,0,0,0,0,0,0,0,1,0,0%,0.0,,
2/18/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,0.0,82,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,79.0,1.038,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/19/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,0.0,171,0,0%,0.00,0.0,0,0,0,0,1,1,1,0.585%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,158.0,1.082,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/20/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,0.0,276,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,276.0,1.0,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/21/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,0.0,91,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,91.0,1.0,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/22/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,0.0,160,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,151.0,1.06,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
